case_name,blade_id,sensor_tag,valid_window_count,total_window_count,dominant_eo,unique_eo_count,eo_sequence,low_gap_window_count,eo_low_gap_ratio_threshold,median_eo_gap_ratio,min_eo_gap_ratio,joint_eo,joint_freq_hz,joint_eo_gap_ratio,joint_eo_status,mean_freq_hz,median_freq_hz,median_A_mm,median_rmse_v,best_window_id,best_window_rmse_v
1000_2500_3500,5,S123,18,18,18,4,6|6|28|28|18|18|18|18|18|18|18|18|18|18|18|18|18|19,7,0.03,0.0575987713068478,0.0011168387941221,18,632.90962154921,0.128565670669819,ok,626.684095571331,633.021889789289,0.1347394519763,0.0212332609605969,13,0.0194960673860668
