sensor_id,blade_id,StartLap,EndLap,LapCount,PulseCount,WidePointCount,SelectedPointCount,xc_mm,xc_seed_mm,center_gap_mm,SelectedWidthMm,RMSE,BoundRatio,LocalXcMAD,PulseXcMAD,HalfTemplateRMSE,HalfXcShiftMm,HalfAmplitudeRelShift,LeftGradientRatio,RightGradientRatio,WidthDeficit,PointDeficit,IsStableCandidate,ChosenScore,Reason
1,1,11,30,20,20,248694,248694,-0.0265911365039557,-0.0105728903932063,0.0160182461107494,14.5022426975223,0.0316342769391491,0.0479300028951008,0.000822663966895499,0.00622080375709006,0.00365042030852624,0.00495688188101506,0,0.500401762132054,0.499598237867946,0,0,1,0.813024357197188,static_fit_scored_candidate
1,1,12,31,20,20,248671,248671,-0.0251348830613255,-0.00708842129471729,0.0180464617666082,14.5006061239291,0.0311316419194383,0.047822030626689,0.00131522173223953,0.00686296658490409,0.00525785439562495,0.00345369071986786,0.000639408563750961,0.500447815673861,0.499552184326139,0,0,1,2.15534654015299,static_fit_scored_candidate
1,1,13,32,20,20,248629,248629,-0.023819661329086,-0.00409148545473721,0.0197281758743488,14.4984184397368,0.0314734417614793,0.047363171273207,0.000507522382170448,0.00667439353674544,0.00610349850994532,0.00263166208503037,0.000639408563750961,0.500457624799631,0.499542375200369,0,0,1,0.867187863718191,static_fit_scored_candidate
1,1,14,33,20,20,248541,248541,-0.0233121389469155,-0.0027305054074934,0.0205816335394221,14.4930689419429,0.0315574127450864,0.0470097849877688,0.000507522382170448,0.00684693012980163,0.0053687040937211,0.000209840862753687,0,0.500375774667799,0.499624225332201,0,0,1,1.15646045889173,static_fit_scored_candidate
1,1,15,34,20,20,248541,248541,-0.0227736777738237,-0.0027305054074934,0.0200431723663303,14.4933687868679,0.0316505612101002,0.0470419724475344,0.000538461173091778,0.00708847391984795,0.0115093113866568,0.0157539202475396,0,0.500487919069359,0.499512080930641,0,0,1,1.11196322512354,static_fit_scored_candidate
1,1,16,35,20,20,248600,248600,-0.0208744750136428,-0.00141111860062436,0.0194633564130185,14.4967891407385,0.0314724311768261,0.0472727272727273,0.000488225145689684,0.00681642034046784,0.0129239986998085,0.0206318634139796,0.000639817668647534,0.500292892018571,0.499707107981429,0,0,1,0.802335127587442,static_fit_scored_candidate
1,1,17,36,20,20,248669,248669,-0.0203862498679532,-0.00141111860062436,0.0189751312673288,14.5007132889061,0.0316885858611286,0.0475324926006949,0.000164704929532963,0.00977391256917463,0.0147096851644877,0.0219798563087349,0.000639817668647534,0.500372821471,0.499627178529,0,0,1,0.885774604029091,static_fit_scored_candidate
1,1,18,37,20,20,248642,248642,-0.0202215449384202,-0.000163649935487968,0.0200578950029322,14.4994250245727,0.0319965433670919,0.0477308923601615,0.000164704929532963,0.0104206930665179,0.0148931009064159,0.0249055451013379,0.000639408563750961,0.500287591330613,0.499712408669387,0,0,1,1.46606633144237,static_fit_scored_candidate
1,1,19,38,20,20,248488,248488,-0.0194895955232873,0.00150918711626066,0.020998782639548,14.4904785226372,0.031879162255836,0.0468272109719584,0.000731949415132892,0.0121138727603049,0.0176074395147552,0.0297430672267737,0.000639817668647534,0.500170250611996,0.499829749388004,0,0,1,1.90111830934831,static_fit_scored_candidate
1,1,20,39,20,20,248499,248499,-0.0183652700670305,0.00230871325888454,0.020673983325915,14.4909519088744,0.0318262135941105,0.0471790744466801,0.00112432545625681,0.0124208194305951,0.0175509012386881,0.0277954733384035,0.00127922610156408,0.500397367029444,0.499602632970556,0,0,1,2.70401980476817,static_fit_scored_candidate
1,1,21,40,20,20,248476,248476,-0.0169494154887069,0.00393273999250691,0.0208821554812138,14.4894553427235,0.0310481335044161,0.0470870426117613,0.00141585457832356,0.0122052378363395,0.014602941683953,0.0218792209439322,0,0.50027450851032,0.49972549148968,0,0,1,3.06056741296629,static_fit_scored_candidate
1,1,22,41,20,20,248501,248501,-0.0146431610786523,0.00456338925167506,0.0192065503303273,14.4910135807816,0.0309133334191055,0.0468885812703216,0.00173503702814601,0.0118123698646004,0.0139294861137914,0.0198042858609325,0.00191945300594214,0.500333574670421,0.499666425329579,0,0,1,3.40701202642949,static_fit_scored_candidate
1,1,23,42,20,20,248510,248510,-0.0129081240505063,0.00576056546915896,0.0186686895196652,14.4914249721301,0.0310395862976423,0.0469031676538759,0.000330644036780091,0.00990692565454362,0.0132405516862997,0.0190724584686873,0.00127922610156408,0.50026531539705,0.49973468460295,0,0,1,0.554631975452113,static_fit_scored_candidate
1,1,24,43,20,20,248460,248460,-0.0125774800137262,0.00669134520198129,0.0192688252157075,14.4889468613579,0.0311350949067488,0.0470256781775739,0.000330644036780091,0.0098217530060365,0.0119101235944586,0.0170850301894292,0.000639817668647534,0.500316742516932,0.499683257483068,0,0,1,0.702702701498718,static_fit_scored_candidate
1,1,25,44,20,20,248480,248480,-0.0109074167871035,0.00669134520198129,0.0175987619890848,14.4896772151953,0.0294845480824579,0.0467804249839021,0.000669561266891225,0.00908812132080904,0.00902566673638847,0.0109922685962531,0.000639817668647534,0.50030191191341,0.49969808808659,0,0,1,0.481685293728644,static_fit_scored_candidate
1,1,26,45,20,20,248529,248529,-0.0102378555202122,0.00719204559965029,0.0174299011198625,14.4928407412373,0.0285978085696149,0.0469959602787569,0.000669561266891225,0.0109599299229045,0.00597242184318406,0.00494920535560369,0.000639817668647534,0.500377242042947,0.499622757957053,0,0,1,0.440579785600084,static_fit_scored_candidate
1,1,27,46,20,20,248262,248262,-0.00783843545096318,0.00751455936963464,0.0153529948205978,14.476970301304,0.0291239607838548,0.0487545516063545,0.00062542901586142,0.00925889078418249,0.00642665542386488,0.00761222571184862,0,0.500212153400459,0.499787846599541,0,0,1,0.244307692832668,static_fit_scored_candidate
1,1,28,47,20,20,248203,248203,-0.00721300643510176,0.00810601079930851,0.0153190172344103,14.4736794854552,0.0291722188822583,0.0498783258932169,0.00062542901586142,0.00839960773221898,0.00531183610105863,0.00445896258220683,0,0.500488567607447,0.499511432392553,0,0,1,0.381500012085029,static_fit_scored_candidate
1,1,29,48,20,20,248257,248257,-0.00543333619474979,0.00974013497776472,0.0151734711725145,14.4768870449689,0.0286456174086092,0.0500926448078627,0.000189563092638935,0.00830378013565773,0.00449955879847424,0.00620932445541554,0.000639817668647534,0.500317252925569,0.499682747074431,0,0,1,0.323396918329384,static_fit_scored_candidate
1,1,30,49,20,20,248238,248238,-0.00562289928738873,0.00974013497776472,0.0153630342651534,14.4758921559505,0.0291119414788367,0.0503544956493716,4.49085031254022e-05,0.00688138468978762,0.00432221742560685,0.00585821355121878,0.000639817668647534,0.500357634682327,0.499642365317673,0,0,1,0.355685276034134,static_fit_scored_candidate
1,1,31,50,20,20,248193,248193,-0.00566780779051413,0.00974013497776472,0.0154079427682788,14.4730048844602,0.0293851661001479,0.0501539106190269,4.49085031254022e-05,0.00769498259734062,0.00527183807562757,0.00820727844988684,0.000639408563750961,0.500385767834761,0.499614232165239,0,0,1,0.331709263186529,static_fit_scored_candidate
1,1,32,51,20,20,248125,248125,-0.0050881281158381,0.00974013497776472,0.0148282630936028,14.4695079338059,0.0295228223991296,0.0495873097755997,0.000579679674676024,0.0100893039612329,0.00471917708070162,0.00897691065765729,0.00191945300594214,0.500240678799472,0.499759321200528,0,0,1,0.263174101828254,static_fit_scored_candidate
1,1,33,52,20,20,248185,248185,-0.00405012870971377,0.0124504256957522,0.0165005544054659,14.472564344668,0.0292679466311126,0.0498009573387916,0.000262724862357015,0.0100893039612329,0.00448727049478797,0.00818181493822292,0.00127922610156408,0.500346516567167,0.499653483432833,0,0,1,0.301495053705763,static_fit_scored_candidate
1,1,34,53,20,20,248245,248245,-0.00482540325348109,0.0124504256957522,0.0172758289492333,14.4764435777803,0.0297521238622192,0.050062840385421,8.93540217229653e-05,0.0110002989320075,0.00472112675113417,0.00669828827238649,0.00127922610156408,0.500292912620578,0.499707087379422,0,0,1,0.524496789672884,static_fit_scored_candidate
1,1,35,54,20,20,248146,248146,-0.00396077468799081,0.0124504256957522,0.016411200383743,14.4704343791191,0.0303017756187945,0.0496800296597192,0.000158720140451907,0.0118124399865307,0.00541648752616381,0.0077969014921439,0.00127922610156408,0.500399831896934,0.499600168103066,0,0,1,0.275751547626945,static_fit_scored_candidate
1,1,36,55,20,20,247897,247897,-0.00411949482844272,0.0124504256957522,0.0165699205241949,14.4560103534231,0.0304054491240475,0.0536668011294877,0.000158720140451907,0.0114244958064212,0.00711313348469309,0.0112733458492979,0.000639408563750961,0.500533607718993,0.499466392281007,0,0,1,0.790200004988906,static_fit_scored_candidate
1,1,37,56,20,20,247989,247989,-0.0036388035745024,0.0140105717417525,0.0176493753162549,14.4612682692263,0.0302979589551795,0.0485660827768638,0.000428653569898797,0.0123361655158204,0.0048328620622864,0.00521215466613955,0.000639817668647534,0.500282610399669,0.499717389600331,0,0,1,0.435558586198338,static_fit_scored_candidate
1,1,38,57,20,20,248226,248226,-0.0032101500046036,0.0124504256957522,0.0156605757003558,14.4752878991228,0.0302355607487448,0.043669529625989,0.000428653569898797,0.0107573020359564,0.00464646419469365,0.00375476511589072,0,0.500597488973202,0.499402511026798,0,0,1,0.0157735643374072,static_fit_scored_candidate
1,1,39,58,20,20,248297,248297,-0.00233067037784821,0.0140105717417525,0.0163412421196007,14.4794222599954,0.0310212985787924,0.0439468385018123,4.30160262853163e-05,0.0122165235818943,0.00388016541746707,0.000729668696280709,0,0.500613491845887,0.499386508154113,0,0,1,0.0161998536105961,static_fit_scored_candidate
1,1,40,59,20,20,248288,248288,-0.00237368640413353,0.0140105717417525,0.016384258145886,14.47889830989,0.0311035838277854,0.043900631524681,4.30160262853163e-05,0.0103000439412532,0.00395300563948806,1.60957952061516e-06,0.000639817668647534,0.500622019855897,0.499377980144103,0,0,1,0.0166249469057571,static_fit_scored_candidate
1,1,41,60,20,20,248307,248307,-0.00226636528675678,0.0126592233320782,0.014925588618835,14.4799424872349,0.0312979813535885,0.0439776406720686,0.000107321117376745,0.0106660930148926,0.00375235834647653,0.00293027577639274,0.00127922610156408,0.500611000390338,0.499388999609661,0,0,1,0.017046912604827,static_fit_scored_candidate
1,1,42,61,20,20,248320,248320,-0.00278202353608866,0.0126592233320782,0.0154412468681669,14.4807592678026,0.0312469573992323,0.0440238402061856,0.000515658249331883,0.0115240244612972,0.0037768039362569,0.00420414205354767,0.00127922610156408,0.500644738694144,0.499355261305856,0,0,1,0.0174760395469952,static_fit_scored_candidate
1,1,43,62,20,20,248396,248396,-0.00412021871173108,0.0110990772860779,0.015219295997809,14.485575281055,0.0316861426522324,0.0443324369152482,0.000591699754382261,0.0122165235818943,0.00462860456090946,0.00718155356063995,0.00127922610156408,0.5006020049559,0.4993979950441,0,0,1,0.278327484606165,static_fit_scored_candidate
1,1,44,63,20,20,248396,248396,-0.00337372329047093,0.0126592233320782,0.0160329466225491,14.4850223791657,0.0315590161716813,0.0443324369152482,0.000121372276832786,0.0126850228829202,0.00446877468240412,0.00336436901325336,0.00127922610156408,0.500535668400878,0.499464331599123,0,0,1,0.154835680111571,static_fit_scored_candidate
1,1,45,64,20,20,248369,248369,-0.00325235101363814,0.0126592233320782,0.0159115743457163,14.4838469934792,0.031604585118091,0.0442561963506353,0.000121372276832786,0.0121576401005368,0.00525960438881558,0.00417186778975057,0.00127922610156408,0.500508182289123,0.499491817710877,0,0,1,0.198074077956678,static_fit_scored_candidate
1,1,46,65,20,20,248415,248415,-0.00304550120631791,0.0132493978363832,0.0162948990427011,14.4864428360804,0.0315874281993692,0.0444093778178539,0.00020684980732023,0.0113606126659362,0.00619627580880168,0.00780969027027776,0.00127922610156408,0.500440327119497,0.499559672880503,0,0,1,0.182365373587406,static_fit_scored_candidate
1,1,47,66,20,20,248523,248523,-0.00446503649594531,0.0110990772860779,0.0155641137820232,14.4925202018325,0.0309439765789128,0.0448407397273503,0.000857953806554501,0.0107774193380639,0.00593067236315142,0.00698870052254193,0.000639817668647534,0.500475876811542,0.499524123188459,0,0,1,0.656510314538772,static_fit_scored_candidate
1,1,48,67,20,20,248471,248471,-0.00532299030249981,0.0110421035302256,0.0163650938327254,14.4895732721596,0.0320280244779084,0.0446247464503043,0.000857953806554501,0.012222240015362,0.00869220918716112,0.010104681524853,0,0.500542664188462,0.499457335811538,0,0,1,1.23418014192043,static_fit_scored_candidate
