event_slot,anchor_angle_deg,interval_angle_deg,reference_MAD_deg,cross_block_range_deg,pulse_width_angle_deg
1,0,59.6194110188645,0.0219615482240447,0.0999833757196456,2.78493853209783
2,59.6194110188645,60.4152304833467,0.0261193844943796,0.0910621973858667,3.36453631960671
3,120.034641502211,59.9237708145335,0.0139059312632264,0.0504407658673003,2.72211493931021
4,179.958412316745,59.6370996656717,0.0164673128450157,0.112602356096239,2.91542086807127
5,239.595511982416,60.3587803252894,0.017027335694342,0.0904774403423261,3.88646194118189
6,299.954292307706,60.0457076922942,0.0309285468289065,0.0594206856515243,2.68225112846708
