case_name,event_id,rev_id,event_in_rev,opr_reference_time_s,opr_timing_reference,opr_center_time_s,opr_start_time_s,opr_end_time_s,opr_width_s,center_offset_s,opr_peak_value,center_quality,source_file_id,rev_period_s,rpm,opr_events_per_revolution
1000_2500_3500,48,8,6,0.4125906,threshold_rising_edge,0.412795048569929,0.4125906,0.4130102,0.00041960000000002,-5.35143007085459e-06,4.8728995871853,1,1000,0.0518464,1157.26453524256,6
1000_2500_3500,49,9,1,0.421197,threshold_rising_edge,0.421471634642187,0.421197,0.421754,0.00055700000000003,-3.86535781293773e-06,4.94860166288738,1,1000,0.0518308,1157.61284795913,6
1000_2500_3500,50,9,2,0.429882,threshold_rising_edge,0.430071085788243,0.429882,0.4302668,0.000384800000000018,-3.31421175669977e-06,4.88243502529217,1,1000,0.0518186,1157.88539250385,6
1000_2500_3500,51,9,3,0.4385292,threshold_rising_edge,0.438726865682962,0.4385292,0.4389304,0.00040119999999999,-2.9343170382945e-06,4.85301471015757,1,1000,0.0518064,1158.15806541277,6
1000_2500_3500,52,9,4,0.447121,threshold_rising_edge,0.447358908837413,0.447121,0.4476054,0.000484399999999996,-4.29116258737761e-06,4.85650328507471,1,1000,0.0517966,1158.37719078086,6
1000_2500_3500,53,9,5,0.4558112,threshold_rising_edge,0.456002714117908,0.4558112,0.4562012,0.000389999999999946,-3.48588209220235e-06,4.85929414500843,1,1000,0.0517861999999999,1158.60982269408,6
1000_2500_3500,54,9,6,0.464437,threshold_rising_edge,0.464640857638163,0.464437,0.464856,0.000419000000000003,-5.64236183736577e-06,4.85848014419443,1,1000,0.0517752,1158.85597737913,6
1000_2500_3500,55,10,1,0.4730278,threshold_rising_edge,0.473301452165865,0.4730278,0.4735828,0.000555000000000028,-3.84783413553969e-06,4.94802023373452,1,1000,0.0517638,1159.1111935368,6
1000_2500_3500,56,10,2,0.4817006,threshold_rising_edge,0.481889253351363,0.4817006,0.4820846,0.000383999999999995,-3.34664863738121e-06,4.85580557009128,1,1000,0.0517516000000001,1159.38444415245,6
1000_2500_3500,57,10,3,0.4903356,threshold_rising_edge,0.490533108996391,0.4903356,0.4907362,0.000400600000000029,-2.79100360933704e-06,4.86871329728473,1,1000,0.0517408,1159.62644566763,6
1000_2500_3500,58,10,4,0.4989176,threshold_rising_edge,0.499155024158391,0.4989176,0.499401,0.000483399999999967,-4.27584160933581e-06,4.86359672073958,1,1000,0.0517314,1159.83715886289,6
1000_2500_3500,59,10,5,0.5075974,threshold_rising_edge,0.507788609507576,0.5075974,0.507987,0.00038959999999999,-3.59049242415477e-06,4.87185301471016,1,1000,0.0517206,1160.0793494275,6
1000_2500_3500,60,10,6,0.5162122,threshold_rising_edge,0.516416165606807,0.5162122,0.5166312,0.000418999999999947,-5.53439319306293e-06,4.86010814582243,1,1000,0.0517124,1160.26330241876,6
1000_2500_3500,61,11,1,0.5247916,threshold_rising_edge,0.525065329586959,0.5247916,0.5253468,0.000555199999999978,-3.87041304084068e-06,4.94429908715623,1,1000,0.051702,1160.49669258443,6
1000_2500_3500,62,11,2,0.5334522,threshold_rising_edge,0.533640545724501,0.5334522,0.5338356,0.000383399999999923,-3.35427549869038e-06,4.86917844060701,1,1000,0.0516922,1160.71670387409,6
1000_2500_3500,63,11,3,0.5420764,threshold_rising_edge,0.542273700342811,0.5420764,0.5424766,0.000400199999999962,-2.79965718896769e-06,4.85917785917786,1,1000,0.0516799999999999,1160.9907120743,6
