case_name,event_id,rev_id,event_in_rev,opr_reference_time_s,opr_timing_reference,opr_center_time_s,opr_start_time_s,opr_end_time_s,opr_width_s,center_offset_s,opr_peak_value,center_quality,source_file_id,rev_period_s,rpm,opr_events_per_revolution
1000_2500_3500,3617,603,5,24.038833,threshold_rising_edge,24.0389523755585,24.038833,24.0390768,0.000243799999999794,-2.52444146298103e-06,4.78661550090122,1,13000,0.0321664000000013,1865.30043772376,6
1000_2500_3500,3618,603,6,24.044189,threshold_rising_edge,24.0443157475569,24.044189,24.0444494,0.000260400000001937,-3.45244308519455e-06,4.77405663119949,1,13000,0.0321660000000001,1865.32363365043,6
1000_2500_3500,3619,604,1,24.0495214,threshold_rising_edge,24.0496913392491,24.0495214,24.049866,0.000344600000001805,-2.36075085169318e-06,4.92208849351707,1,13000,0.0321667999999988,1865.27724237419,6
1000_2500_3500,3620,604,2,24.0549088,threshold_rising_edge,24.0550256125294,24.0549088,24.0551462,0.00023739999999961,-1.88747064555628e-06,4.76382347810919,1,13000,0.0321666,1865.28883997687,6
1000_2500_3500,3621,604,3,24.0602716,threshold_rising_edge,24.0603941096876,24.0602716,24.0605196,0.000247999999999138,-1.49031240681552e-06,4.78126635269493,1,13000,0.032165599999999,1865.34683015401,6
1000_2500_3500,3622,604,4,24.0656024,threshold_rising_edge,24.0657504499195,24.0656024,24.0659036,0.000301199999999113,-2.55008046678995e-06,4.78533635676493,1,13000,0.0321624000000007,1865.53242295347,6
1000_2500_3500,3623,604,5,24.0709994,threshold_rising_edge,24.0711187741414,24.0709994,24.0712432,0.000243799999999794,-2.5258585871768e-06,4.80161637304494,1,13000,0.032157999999999,1865.78767336283,6
1000_2500_3500,3624,604,6,24.076355,threshold_rising_edge,24.0764820136664,24.076355,24.0766156,0.000260600000000721,-3.2863336123512e-06,4.77335891621606,1,13000,0.032153000000001,1866.07781544485,6
1000_2500_3500,3625,605,1,24.0816882,threshold_rising_edge,24.081858108564,24.0816882,24.0820328,0.000344600000001805,-2.39143594882307e-06,4.91592534449677,1,13000,0.0321478000000006,1866.37965895019,6
1000_2500_3500,3626,605,2,24.0870754,threshold_rising_edge,24.0871923729889,24.0870754,24.0873132,0.000237800000000732,-1.9270110698244e-06,4.77452177452177,1,13000,0.0321426000000002,1866.68160011945,6
1000_2500_3500,3627,605,3,24.0924372,threshold_rising_edge,24.0925594709697,24.0924372,24.092685,0.000247800000000353,-1.6290302724542e-06,4.74510145938717,1,13000,0.032137800000001,1866.96040176982,6
1000_2500_3500,3628,605,4,24.0977648,threshold_rising_edge,24.0979126554286,24.0977648,24.0980658,0.000301000000000329,-2.64457144183439e-06,4.78184778184778,1,13000,0.0321342000000016,1867.16955766744,6
1000_2500_3500,3629,605,5,24.1031574,threshold_rising_edge,24.1032768340243,24.1031574,24.1034012,0.000243799999999794,-2.4659756974188e-06,4.79138321995465,1,13000,0.0321320000000007,1867.29739823225,6
1000_2500_3500,3630,605,6,24.108508,threshold_rising_edge,24.1086347846425,24.108508,24.1087684,0.000260399999998384,-3.41535753634048e-06,4.78917378917379,1,13000,0.0321296000000011,1867.43688063337,6
1000_2500_3500,3631,606,1,24.113836,threshold_rising_edge,24.114006084819,24.113836,24.1141806,0.000344600000001805,-2.21518102705431e-06,4.92371649514507,1,13000,0.0321280000000002,1867.52988047808,6
1000_2500_3500,3632,606,2,24.119218,threshold_rising_edge,24.1193348773217,24.119218,24.1194554,0.00023739999999961,-1.82267831405625e-06,4.79626722483865,1,13000,0.0321263999999992,1867.62288958618,6
1000_2500_3500,3633,606,3,24.124575,threshold_rising_edge,24.1246972542334,24.124575,24.1248228,0.000247800000000353,-1.64576657724069e-06,4.76463747892319,1,13000,0.0321250000000006,1867.70428015561,6
1000_2500_3500,3634,606,4,24.129899,threshold_rising_edge,24.1300469756749,24.129899,24.1301998,0.000300799999997992,-2.4243251246503e-06,4.79080179080179,1,13000,0.0321231999999974,1867.8089355981,6
1000_2500_3500,3635,606,5,24.1352894,threshold_rising_edge,24.1354086437922,24.1352894,24.1355328,0.000243399999998672,-2.45620782379774e-06,4.77801034943892,1,13000,0.0321207999999977,1867.94849443365,6
1000_2500_3500,3636,606,6,24.1406376,threshold_rising_edge,24.1407643225466,24.1406376,24.1408978,0.0002601999999996,-3.37745335343698e-06,4.75696261410547,1,13000,0.0321183999999981,1868.08807412584,6
1000_2500_3500,3637,607,1,24.145964,threshold_rising_edge,24.1461341135283,24.145964,24.146309,0.000344999999999374,-2.38647174199969e-06,4.9166230594802,1,13000,0.0321154000000021,1868.26257807768,6
1000_2500_3500,3638,607,2,24.1513444,threshold_rising_edge,24.1514612139784,24.1513444,24.1515818,0.00023739999999961,-1.88602164641338e-06,4.78591778591779,1,13000,0.0321126000000014,1868.42547784974,6
1000_2500_3500,3639,607,3,24.1567,threshold_rising_edge,24.15682214524,24.1567,24.1569476,0.000247599999998016,-1.65476000546505e-06,4.76266061980348,1,13000,0.0321093999999995,1868.61168380602,6
1000_2500_3500,3640,607,4,24.1620222,threshold_rising_edge,24.1621699156651,24.1620222,24.1623228,0.000300599999999207,-2.58433484745524e-06,4.77777777777778,1,13000,0.0321064,1868.78628560038,6
1000_2500_3500,3641,607,5,24.1674102,threshold_rising_edge,24.167529498588,24.1674102,24.1676534,0.000243199999999888,-2.30141198898082e-06,4.79266236409094,1,13000,0.0321038000000016,1868.93763355108,6
1000_2500_3500,3642,607,6,24.172756,threshold_rising_edge,24.1728826275253,24.172756,24.1730162,0.0002601999999996,-3.47247474508094e-06,4.78312692598407,1,13000,0.0321017999999995,1869.05407173432,6
1000_2500_3500,3643,608,1,24.1780794,threshold_rising_edge,24.1782493109117,24.1780794,24.1784236,0.00034419999999713,-2.18908834526133e-06,4.90790162218734,1,13000,0.0320997999999975,1869.17052442709,6
1000_2500_3500,3644,608,2,24.183457,threshold_rising_edge,24.1835737686573,24.183457,24.1836942,0.000237200000000826,-1.83134273257224e-06,4.79312750741322,1,13000,0.0320976000000002,1869.29863915058,6
1000_2500_3500,3645,608,3,24.1888094,threshold_rising_edge,24.1889316494151,24.1888094,24.1890572,0.000247800000000353,-1.65058485634972e-06,4.75917204488633,1,13000,0.0320947999999994,1869.46171965555,6
1000_2500_3500,3646,608,4,24.1941286,threshold_rising_edge,24.1942763331605,24.1941286,24.194429,0.000300400000000423,-2.46683951132809e-06,4.78324321181464,1,13000,0.0320923999999998,1869.60152559486,6
1000_2500_3500,3647,608,5,24.199514,threshold_rising_edge,24.1996332666927,24.199514,24.199757,0.000243000000001103,-2.23330732751492e-06,4.78347578347578,1,13000,0.032088599999998,1869.82292776886,6
1000_2500_3500,3648,608,6,24.2048578,threshold_rising_edge,24.2049846125014,24.2048578,24.205118,0.0002601999999996,-3.2874985791409e-06,4.77510320367463,1,13000,0.0320847999999998,1870.04438238669,6
1000_2500_3500,3649,609,1,24.2101792,threshold_rising_edge,24.2103488863035,24.2101792,24.2105234,0.000344200000000683,-2.41369648179557e-06,4.91836734693878,1,13000,0.0320806000000005,1870.28920905467,6
1000_2500_3500,3650,609,2,24.2155546,threshold_rising_edge,24.2156714304259,24.2155546,24.2157918,0.000237200000000826,-1.76957413700052e-06,4.77673120530263,1,13000,0.0320767999999987,1870.51077414214,6
1000_2500_3500,3651,609,3,24.2209042,threshold_rising_edge,24.2210263533434,24.2209042,24.221152,0.000247800000000353,-1.74665655805484e-06,4.77347520204663,1,13000,0.0320730000000005,1870.73239173134,6
1000_2500_3500,3652,609,4,24.226221,threshold_rising_edge,24.2263687345035,24.226221,24.2265214,0.000300400000000423,-2.46549651095052e-06,4.78440607012036,1,13000,0.0320698000000021,1870.91905780504,6
1000_2500_3500,3653,609,5,24.2316026,threshold_rising_edge,24.2317218950879,24.2316026,24.2318454,0.000242800000002319,-2.10491207397467e-06,4.82394325251468,1,13000,0.0320664000000015,1871.1174313299,6
1000_2500_3500,3654,609,6,24.2369426,threshold_rising_edge,24.237069156585,24.2369426,24.2372024,0.000259800000002031,-3.34341500263236e-06,4.76731205302634,1,13000,0.0320636000000007,1871.28082935162,6
1000_2500_3500,3655,610,1,24.2422598,threshold_rising_edge,24.242429637201,24.2422598,24.2426044,0.000344600000001805,-2.46279904558833e-06,4.92383278097564,1,13000,0.0320603999999989,1871.46760489582,6
1000_2500_3500,3656,610,2,24.2476314,threshold_rising_edge,24.2477482289994,24.2476314,24.2478686,0.000237200000000826,-1.77100059417512e-06,4.7862666434095,1,13000,0.0320579999999993,1871.60771102381,6
1000_2500_3500,3657,610,3,24.2529772,threshold_rising_edge,24.2530993274542,24.2529772,24.2532246,0.000247399999999232,-1.57254579846722e-06,4.76835862550148,1,13000,0.0320551999999985,1871.77119468925,6
1000_2500_3500,3658,610,4,24.2582908,threshold_rising_edge,24.2584382619909,24.2582908,24.2585908,0.000299999999999301,-2.53800908112112e-06,4.79056921914065,1,13000,0.0320526000000001,1871.92302652514,6
1000_2500_3500,3659,610,5,24.263669,threshold_rising_edge,24.2637880823348,24.263669,24.2639118,0.000242799999998766,-2.31766520641941e-06,4.78196406767835,1,13000,0.0320502000000005,1872.06320085363,6
1000_2500_3500,3660,610,6,24.2690062,threshold_rising_edge,24.2691327164245,24.2690062,24.2692662,0.000260000000000815,-3.4835754689766e-06,4.79789522646665,1,13000,0.0320484000000008,1872.16834537757,6
1000_2500_3500,3661,611,1,24.2743202,threshold_rising_edge,24.274490151707,24.2743202,24.2746646,0.00034440000000302,-2.24829301842533e-06,4.91673934531078,1,13000,0.0320472000000009,1872.23844828872,6
1000_2500_3500,3662,611,2,24.2796894,threshold_rising_edge,24.2798061869194,24.2796894,24.2799264,0.000237000000002041,-1.71308062135722e-06,4.79475550904122,1,13000,0.0320461999999999,1872.29687139193,6
1000_2500_3500,3663,611,3,24.2850324,threshold_rising_edge,24.2851543261194,24.2850324,24.2852796,0.000247200000000447,-1.67388060745566e-06,4.76812605384034,1,13000,0.0320450000000001,1872.36698392884,6
1000_2500_3500,3664,611,4,24.2903434,threshold_rising_edge,24.2904910189981,24.2903434,24.2906436,0.000300199999998085,-2.48100186794886e-06,4.77301005872435,1,13000,0.032044599999999,1872.39035594147,6
1000_2500_3500,3665,611,5,24.2957192,threshold_rising_edge,24.2958382406867,24.2957192,24.295962,0.000242799999998766,-2.35931334202633e-06,4.77882435025292,1,13000,0.0320433999999992,1872.46047548018,6
1000_2500_3500,3666,611,6,24.3010546,threshold_rising_edge,24.3011810485277,24.3010546,24.3013142,0.000259599999999693,-3.35147232632949e-06,4.77777777777778,1,13000,0.0320409999999995,1872.60073031431,6
1000_2500_3500,3667,612,1,24.3063674,threshold_rising_edge,24.3065369160155,24.3063674,24.3067112,0.000343799999999561,-2.38398445162602e-06,4.91732077446363,1,13000,0.0320374000000001,1872.81115196613,6
1000_2500_3500,3668,612,2,24.3117356,threshold_rising_edge,24.3118523674289,24.3117356,24.3119724,0.000236799999999704,-1.63257109875303e-06,4.78045235188092,1,13000,0.0320324000000021,1873.10348272362,6
1000_2500_3500,3669,612,3,24.3170774,threshold_rising_edge,24.3171994463838,24.3170774,24.3173248,0.000247400000002784,-1.65361623061244e-06,4.76603290889005,1,13000,0.0320272000000017,1873.40760353689,6
1000_2500_3500,3670,612,4,24.322388,threshold_rising_edge,24.3225355324842,24.322388,24.322688,0.000299999999999301,-2.46751578103499e-06,4.78696435839293,1,13000,0.0320214000000014,1873.74693173932,6
1000_2500_3500,3671,612,5,24.3277626,threshold_rising_edge,24.3278816289546,24.3277626,24.3280052,0.000242599999999982,-2.27104535710509e-06,4.81219838362696,1,13000,0.0320157999999999,1874.07467562891,6
1000_2500_3500,3672,612,6,24.3330956,threshold_rising_edge,24.3332221735699,24.3330956,24.3333554,0.000259799999998478,-3.32643006117905e-06,4.76487005058434,1,13000,0.0320116000000006,1874.3205587974,6
1000_2500_3500,3673,613,1,24.3384048,threshold_rising_edge,24.3385743302981,24.3384048,24.3387486,0.000343799999999561,-2.36970184985807e-06,4.93999651142508,1,13000,0.0320078000000024,1874.54308012408,6
1000_2500_3500,3674,613,2,24.343768,threshold_rising_edge,24.3438845797761,24.343768,24.3440046,0.000236600000000919,-1.72022385314108e-06,4.77987092272807,1,13000,0.0320052000000004,1874.69536200365,6
1000_2500_3500,3675,613,3,24.3491046,threshold_rising_edge,24.3492265704194,24.3491046,24.3493518,0.000247200000000447,-1.62958062333018e-06,4.76219547648119,1,13000,0.0320034000000007,1874.8008024147,6
1000_2500_3500,3676,613,4,24.3544094,threshold_rising_edge,24.354556672186,24.3544094,24.3547092,0.000299799999996964,-2.6278139699798e-06,4.78394092679807,1,13000,0.0320029999999996,1874.82423522797,6
1000_2500_3500,3677,613,5,24.3597784,threshold_rising_edge,24.3598973851101,24.3597784,24.3600206,0.00024219999999886,-2.11488986678887e-06,4.77010291296006,1,13000,0.0320029999999996,1874.82423522797,6
