gap_mm,rmse_raw_x,rmse_peak_centered,rmse_width_norm,rmse_equal_level,corr_raw_x,corr_peak_centered,corr_width_norm,corr_equal_level
0.2,0.088553534805148,0.0922673586841686,0.0213441030877241,0.000748094280376744,0.991807765346728,0.988301153079205,0.997735179936922,0.999997592555391
0.4,0.0579187217653105,0.0575837735169106,0.0110180544384376,0.000477594141403421,0.996470257935143,0.996164242262271,0.999432192793717,0.999999018241413
0.6,0.0394246886873872,0.041502511563812,0.0110418558285004,0.00045131496737079,0.998357057633601,0.997434331990507,0.999408287790346,0.999999125268809
0.8,0.0264544161637146,0.0264275874051499,0.00500269670770659,0.0004636033181308,0.999237792702217,0.999089312618024,0.999889365135291,0.999999091230622
1,0.0161254220035188,0.0210239991621768,0.00819053298648362,0.000376209855795002,0.999709839362083,0.998903473079095,0.999658665401763,0.999999398717398
1.2,0.00826934068860341,0.0156543977602452,0.00764084257595145,0.000468940175223453,0.999918566166341,0.999161668999287,0.999702106271671,0.999999057548664
1.4,0,0,0,0,1,1,1,1
