gap_true_mm,vib_A_mm,vib_f_Hz,eta,gHat_raw_corr_mm,gHat_raw_rmse_mm,gHat_width_mm,err_raw_corr_mm,err_raw_rmse_mm,err_width_mm,raw_corr_correct,raw_rmse_correct,width_correct,best_raw_corr,best_width_dist,width_correct_rank,width_separability
1,0,200,0,1,1,1,0,0,0,1,1,1,1,1.86835436258807e-17,1,5955701574872.48
1,0,400,0,1,1,1,0,0,0,1,1,1,1,1.86835436258807e-17,1,5955701574872.48
1,0,600,0,1,1,1,0,0,0,1,1,1,1,1.86835436258807e-17,1,5955701574872.48
1,0,800,0,1,1,1,0,0,0,1,1,1,1,1.86835436258807e-17,1,5955701574872.48
1,0,1000,0,1,1,1,0,0,0,1,1,1,1,1.86835436258807e-17,1,5955701574872.48
1,0.05,0,0,1,1,1,0,0,0,1,1,1,1,9.81307786677359e-18,1,5955701574872.5
1,0.05,200,0.00020943951023932,1,1,1,0,0,0,1,1,1,0.999999990357479,2.10237244140643e-05,1,62.2932784296782
1,0.05,400,0.000418879020478639,1,1,1,0,0,0,1,1,1,0.999999961401497,4.18792094997655e-05,1,30.9830876327593
1,0.05,600,0.000628318530717959,1,1,1,0,0,0,1,1,1,0.999999913230143,6.25759266969021e-05,1,20.5530579542837
1,0.05,800,0.000837758040957278,1,1,1,0,0,0,1,1,1,0.999999846122205,8.31226365193903e-05,1,15.3428760600272
1,0.05,1000,0.0010471975511966,1,1,1,0,0,0,1,1,1,0.99999976027054,0.000103527412445258,1,12.220483534189
1,0.1,0,0,1,1,1,0,0,0,1,1,1,1,2.7097246932071e-17,1,5955701574872.5
1,0.1,200,0.000418879020478639,1,1,1,0,0,0,1,1,1,0.999999961398566,4.1885071948987e-05,1,30.9786435680517
1,0.1,400,0.000837758040957278,1,1,1,0,0,0,1,1,1,0.999999846077981,8.31686563557618e-05,1,15.3339919113821
1,0.1,600,0.00125663706143592,1,1,1,0,0,0,1,1,1,0.999999655828604,0.000123950427935576,1,10.1285504623726
1,0.1,800,0.00167551608191456,1,1,1,0,0,0,1,1,1,0.999999392003069,0.00016431798698566,1,7.53220956860226
1,0.1,1000,0.0020943951023932,1,1,1,0,0,0,1,1,1,0.999999056025349,0.000204348243062818,1,5.97898911344816
1,0.2,0,0,1,1,1,0,0,0,1,1,1,1,9.74537943758967e-17,1,5955701574872.25
1,0.2,200,0.000837758040957278,1,1,1,0,0,0,1,1,1,0.999999846066923,8.31801659187081e-05,1,15.3317715406312
1,0.2,400,0.00167551608191456,1,1,1,0,0,0,1,1,1,0.999999391847876,0.000164407356981277,1,7.5277821033618
1,0.2,600,0.00251327412287183,1,1,1,0,0,0,1,1,1,0.999998648590756,0.000244403901111709,1,4.94031861655981
1,0.2,800,0.00335103216382911,1,1,1,0,0,0,1,1,1,0.999997625825388,0.000323738497525047,1,3.65472248383215
1,0.2,1000,0.00418879020478639,1,1,1,0,0,0,1,1,1,0.999996330690499,0.000402861630021778,1,2.7277748150108
1,0.3,0,0,1,1,1,0,0,0,1,1,1,1,9.81307786677359e-18,1,5955701574872.5
1,0.3,200,0.00125663706143592,1,1,1,0,0,0,1,1,1,0.999999655767325,0.00012399573305825,1,10.1246082467444
1,0.3,400,0.00251327412287183,1,1,1,0,0,0,1,1,1,0.999998648465655,0.000244458626993758,1,4.93909485822409
1,0.3,600,0.00376991118430775,1,1,1,0,0,0,1,1,1,0.999997011415196,0.000363483572149419,1,3.1753339508332
1,0.3,800,0.00502654824574367,1,1,1,0,0,0,1,1,1,0.999994768697945,0.000478949680466877,1,2.07498855869284
1,0.3,1000,0.00628318530717959,1,1,1,0,0,0,1,1,1,0.999991940602072,0.00056937803732377,1,1.52515114521893
1,0.5,0,0,1,1,1,0,0,0,1,1,1,1,1.62731486613146e-17,1,5955701574872.49
1,0.5,200,0.0020943951023932,1,1,1,0,0,0,1,1,1,0.999999055578158,0.000204569118274016,1,5.97192043034042
1,0.5,400,0.00418879020478639,1,1,1,0,0,0,1,1,1,0.999996329556348,0.000403236766604184,1,2.72415948996592
1,0.5,600,0.00628318530717959,1,1,1,0,0,0,1,1,1,0.999991939262515,0.000569627903679471,1,1.52405812594868
1,0.5,800,0.00837758040957278,1,1,1,0,0,0,1,1,1,0.99998613679069,0.00069661553994901,1,0.983941910159019
1,0.5,1000,0.010471975511966,1,1,1,0,0,0,1,1,1,0.999978836596274,0.000768633109426811,1,0.747280705726147
1,0.7,0,0,1,1,1,0,0,0,1,1,1,1,4.40223466723397e-17,1,5955701574872.58
1,0.7,200,0.00293215314335047,1,1,1,0,0,0,1,1,1,0.999998170903113,0.000284265952331819,1,4.2023196913605
1,0.7,400,0.00586430628670095,1,1,1,0,0,0,1,1,1,0.99999294576176,0.000539408826561577,1,1.68705879879761
1,0.7,600,0.00879645943005142,1,1,1,0,0,0,1,1,1,0.999984824411548,0.000708828222589972,1,0.934481282944504
1,0.7,800,0.0117286125734019,1,1,1,0,0,0,1,1,1,0.999973486668401,0.00082464308234317,1,0.61601285308601
1,0.7,1000,0.0146607657167524,1.2,1,1,0.2,0,0,0,1,1,0.999970602128432,0.000992167399133476,1,0.327471159980272
1,1,0,0,1,1,1,0,0,0,1,1,1,1,1.62731486613146e-17,1,5955701574872.49
1,1,200,0.00418879020478639,1,1,1,0,0,0,1,1,1,0.999996329394425,0.000403290392464295,1,2.72364322171263
1,1,400,0.00837758040957278,1,1,1,0,0,0,1,1,1,0.999986136843256,0.000696515716885266,1,0.984231593775
1,1,600,0.0125663706143592,1,1,1,0,0,0,1,1,1,0.999969518110411,0.000863200252303089,1,0.539155221014546
1,1,800,0.0167551608191456,1.2,1,1,0.2,0,0,0,1,1,0.999970700972734,0.00111172079979134,1,0.171447311540924
1,1,1000,0.020943951023932,1.2,1,0.8,0.2,0,-0.2,0,1,0,0.999966382310679,0.00128553325696094,2,0
1.2,0,0,0,1.2,1.2,1.2,0,0,0,1,1,1,1,2.22152998685417e-17,1,4126200612866.23
1.2,0,200,0,1.2,1.2,1.2,0,0,0,1,1,1,1,2.22152998685417e-17,1,4126200612866.23
1.2,0,400,0,1.2,1.2,1.2,0,0,0,1,1,1,1,2.22152998685417e-17,1,4126200612866.23
1.2,0,600,0,1.2,1.2,1.2,0,0,0,1,1,1,1,2.22152998685417e-17,1,4126200612866.23
1.2,0,800,0,1.2,1.2,1.2,0,0,0,1,1,1,1,2.22152998685417e-17,1,4126200612866.23
1.2,0,1000,0,1.2,1.2,1.2,0,0,0,1,1,1,1,2.22152998685417e-17,1,4126200612866.23
1.2,0.05,0,0,1.2,1.2,1.2,0,0,0,1,1,1,1,3.46944695195361e-17,1,4126200612866.28
1.2,0.05,200,0.00020943951023932,1.2,1.2,1.2,0,0,0,1,1,1,0.999999991006638,1.83351205837231e-05,1,49.273684958299
1.2,0.05,400,0.000418879020478639,1.2,1.2,1.2,0,0,0,1,1,1,0.999999964118022,3.70232325396383e-05,1,24.0565088599612
1.2,0.05,600,0.000628318530717959,1.2,1.2,1.2,0,0,0,1,1,1,0.999999919697253,5.52169645491334e-05,1,15.9137054776473
1.2,0.05,800,0.000837758040957278,1.2,1.2,1.2,0,0,0,1,1,1,0.999999858057092,7.33278241770618e-05,1,11.8260066682756
1.2,0.05,1000,0.0010471975511966,1.2,1.2,1.2,0,0,0,1,1,1,0.999999779422782,9.14991844140628e-05,1,9.35559222848002
1.2,0.1,0,0,1.2,1.2,1.2,0,0,0,1,1,1,1,3.94053425015214e-17,1,4126200612866.2
1.2,0.1,200,0.000418879020478639,1.2,1.2,1.2,0,0,0,1,1,1,0.999999964115138,3.70270280284029e-05,1,24.0539497846161
1.2,0.1,400,0.000837758040957278,1.2,1.2,1.2,0,0,0,1,1,1,0.999999858015556,7.33573224779164e-05,1,11.8209044206776
1.2,0.1,600,0.00125663706143592,1.2,1.2,1.2,0,0,0,1,1,1,0.999999683821378,0.00010966416106601,1,7.70699326312903
1.2,0.1,800,0.00167551608191456,1.2,1.2,1.2,0,0,0,1,1,1,0.999999442530569,0.000145744441508144,1,5.65721727413851
1.2,0.1,1000,0.0020943951023932,1.2,1.2,1.2,0,0,0,1,1,1,0.999999135992489,0.000181437908579619,1,4.43367519873537
1.2,0.2,0,0,1.2,1.2,1.2,0,0,0,1,1,1,1,6.84281899314271e-17,1,4126200612866.06
1.2,0.2,200,0.000837758040957278,1.2,1.2,1.2,0,0,0,1,1,1,0.999999858005168,7.33647005620793e-05,1,11.8196289058344
1.2,0.2,400,0.00167551608191456,1.2,1.2,1.2,0,0,0,1,1,1,0.999999442389822,0.000145802975755832,1,5.65462842451836
1.2,0.2,600,0.00251327412287183,1.2,1.2,1.2,0,0,0,1,1,1,0.999998766477491,0.0002171100311895,1,3.61399695069822
1.2,0.2,800,0.00335103216382911,1.2,1.2,1.2,0,0,0,1,1,1,0.999997844014531,0.000288394216433999,1,2.59056097848097
1.2,0.2,1000,0.00418879020478639,1.2,1.2,1.2,0,0,0,1,1,1,0.99999668331761,0.000359516676609424,1,1.9867320826791
1.2,0.3,0,0,1.2,1.2,1.2,0,0,0,1,1,1,1,3.46944695195361e-17,1,4126200612866.28
1.2,0.3,200,0.00125663706143592,1.2,1.2,1.2,0,0,0,1,1,1,0.999999683764399,0.000109693471850354,1,7.70471366148967
1.2,0.3,400,0.00251327412287183,1.2,1.2,1.2,0,0,0,1,1,1,0.999998766372546,0.000217146698116682,1,3.61325477013516
1.2,0.3,600,0.00376991118430775,1.2,1.2,1.2,0,0,0,1,1,1,0.999997292849147,0.000324101078165581,1,2.25252407359175
1.2,0.3,800,0.00502654824574367,1.2,1.2,1.2,0,0,0,1,1,1,0.999995293039694,0.00043075225720324,1,1.41341673286831
1.2,0.3,1000,0.00628318530717959,1.2,1.2,1.2,0,0,0,1,1,1,0.999992787500134,0.000532767376404014,1,0.864840248566693
1.2,0.5,0,0,1.2,1.2,1.2,0,0,0,1,1,1,1,3.62220895948012e-17,1,4126200612866.23
1.2,0.5,200,0.0020943951023932,1.2,1.2,1.2,0,0,0,1,1,1,0.999999135600059,0.000181583256850593,1,4.4295004452056
1.2,0.5,400,0.00418879020478639,1.2,1.2,1.2,0,0,0,1,1,1,0.999996682580772,0.000359775396643625,1,1.98484655846217
1.2,0.5,600,0.00628318530717959,1.2,1.2,1.2,0,0,0,1,1,1,0.999992786881606,0.000532914840838404,1,0.864356754595189
1.2,0.5,800,0.00837758040957278,1.2,1.2,1.2,0,0,0,1,1,1,0.999987808450835,0.000677965349575112,1,0.405502554992667
1.2,0.5,1000,0.010471975511966,1.2,1.2,1.2,0,0,0,1,1,1,0.999981439078587,0.000825633697720301,1,0.139387614746946
1.2,0.7,0,0,1.2,1.2,1.2,0,0,0,1,1,1,1,4.34720457067525e-17,1,4126200612866.25
1.2,0.7,200,0.00293215314335047,1.2,1.2,1.2,0,0,0,1,1,1,0.999998334938098,0.000252866256571723,1,3.02602421421248
1.2,0.7,400,0.00586430628670095,1.2,1.2,1.2,0,0,0,1,1,1,0.99999367838966,0.000501678234737913,1,1.00628973957126
1.2,0.7,600,0.00879645943005142,1.2,1.2,1.2,0,0,0,1,1,1,0.999986678155286,0.000708169951668706,1,0.339917815328276
1.2,0.7,800,0.0117286125734019,1.2,1.2,1.2,0,0,0,1,1,1,0.999976735991895,0.00090684877090057,1,0.036898645148324
1.2,0.7,1000,0.0146607657167524,1.2,1.2,1,0,0,-0.2,1,1,0,0.999963954797986,0.000956442633216859,2,0
1.2,1,0,0,1.2,1.2,1.2,0,0,0,1,1,1,1,3.62220895948012e-17,1,4126200612866.23
1.2,1,200,0.00418879020478639,1.2,1.2,1.2,0,0,0,1,1,1,0.999996682475395,0.000359812385169445,1,1.98457724251341
1.2,1,400,0.00837758040957278,1.2,1.2,1.2,0,0,0,1,1,1,0.999987809576829,0.000678157150352932,1,0.405219961133469
1.2,1,600,0.0125663706143592,1.2,1.2,1,0,0,-0.2,1,1,0,0.99997328002377,0.00094330130005637,2,0
1.2,1,800,0.0167551608191456,1.2,1.2,1,0,0,-0.2,1,1,0,0.999953737672343,0.000979856037185689,2,0
1.2,1,1000,0.020943951023932,1.2,1.2,1,0,0,-0.2,1,1,0,0.999929007974951,0.00118164348650416,2,0
1.4,0,0,0,1.4,1.4,1.4,0,0,0,1,1,1,1,7.66425882286152e-17,1,4126200612866.16
1.4,0,200,0,1.4,1.4,1.4,0,0,0,1,1,1,1,7.66425882286152e-17,1,4126200612866.16
1.4,0,400,0,1.4,1.4,1.4,0,0,0,1,1,1,1,7.66425882286152e-17,1,4126200612866.16
1.4,0,600,0,1.4,1.4,1.4,0,0,0,1,1,1,1,7.66425882286152e-17,1,4126200612866.16
1.4,0,800,0,1.4,1.4,1.4,0,0,0,1,1,1,1,7.66425882286152e-17,1,4126200612866.16
1.4,0,1000,0,1.4,1.4,1.4,0,0,0,1,1,1,1,7.66425882286152e-17,1,4126200612866.16
1.4,0.05,0,0,1.4,1.4,1.4,0,0,0,1,1,1,1,3.73670872517614e-17,1,4126200612866.26
1.4,0.05,200,0.00020943951023932,1.4,1.4,1.4,0,0,0,1,1,1,0.999999990153881,3.92986395140862e-05,1,22.143978181523
1.4,0.05,400,0.000418879020478639,1.4,1.4,1.4,0,0,0,1,1,1,0.99999996082063,7.75258761875768e-05,1,10.6701074459897
1.4,0.05,600,0.000628318530717959,1.4,1.4,1.4,0,0,0,1,1,1,0.999999912480569,0.000114819621778158,1,6.85031359431105
1.4,0.05,800,0.000837758040957278,1.4,1.4,1.4,0,0,0,1,1,1,0.999999845194087,0.000151194035699528,1,4.94816396282487
1.4,0.05,1000,0.0010471975511966,1.4,1.4,1.4,0,0,0,1,1,1,0.999999759322929,0.000186948479147033,1,3.80700085815114
1.4,0.1,0,0,1.4,1.4,1.4,0,0,0,1,1,1,1,3.67171752872013e-17,1,4126200612866.31
1.4,0.1,200,0.000418879020478639,1.4,1.4,1.4,0,0,0,1,1,1,0.999999960814089,7.75408008526587e-05,1,10.667862862369
1.4,0.1,400,0.000837758040957278,1.4,1.4,1.4,0,0,0,1,1,1,0.999999845093103,0.000151305757040902,1,4.94383253810519
1.4,0.1,600,0.00125663706143592,1.4,1.4,1.4,0,0,0,1,1,1,0.999999654815902,0.000222342610781425,1,3.04359488550952
1.4,0.1,800,0.00167551608191456,1.4,1.4,1.4,0,0,0,1,1,1,0.999999392770852,0.00029072970905446,1,2.10568066751883
1.4,0.1,1000,0.0020943951023932,1.4,1.4,1.4,0,0,0,1,1,1,0.999999060389967,0.000356992364181032,1,1.54910002151378
1.4,0.2,0,0,1.4,1.4,1.4,0,0,0,1,1,1,1,3.68807269888147e-17,1,4126200612866.21
1.4,0.2,200,0.000837758040957278,1.4,1.4,1.4,0,0,0,1,1,1,0.999999845067833,0.000151333696234573,1,4.94275034520356
1.4,0.2,400,0.00167551608191456,1.4,1.4,1.4,0,0,0,1,1,1,0.999999392402193,0.00029092923314162,1,2.10369982798604
1.4,0.2,600,0.00251327412287183,1.4,1.4,1.4,0,0,0,1,1,1,0.999998658376581,0.000421685503748287,1,1.18375521451614
1.4,0.2,800,0.00335103216382911,1.4,1.4,1.4,0,0,0,1,1,1,0.999997657473239,0.000544913593213349,1,0.746605697289264
1.4,0.2,1000,0.00418879020478639,1.4,1.4,1.4,0,0,0,1,1,1,0.99999651358577,0.000628482076433228,1,0.561834875331831
1.4,0.3,0,0,1.4,1.4,1.4,0,0,0,1,1,1,1,3.73670872517614e-17,1,4126200612866.26
1.4,0.3,200,0.00125663706143592,1.4,1.4,1.4,0,0,0,1,1,1,0.999999654671706,0.000222448112190796,1,3.04174975965608
1.4,0.3,400,0.00251327412287183,1.4,1.4,1.4,0,0,0,1,1,1,0.999998658060464,0.000421798004952069,1,1.18326282660074
1.4,0.3,600,0.00376991118430775,1.4,1.4,1.4,0,0,0,1,1,1,0.999997097020839,0.000591702622818988,1,0.634915309152069
1.4,0.3,800,0.00502654824574367,1.4,1.4,1.4,0,0,0,1,1,1,0.999995185330676,0.0007056457514889,1,0.440049001865061
1.4,0.3,1000,0.00628318530717959,1.4,1.4,1.4,0,0,0,1,1,1,0.999992810744021,0.000826365521581394,1,0.307499537981176
1.4,0.5,0,0,1.4,1.4,1.4,0,0,0,1,1,1,1,2.96429677516722e-17,1,4126200612866.25
1.4,0.5,200,0.0020943951023932,1.4,1.4,1.4,0,0,0,1,1,1,0.999999059282415,0.000357465437458932,1,1.54609503110897
1.4,0.5,400,0.00418879020478639,1.4,1.4,1.4,0,0,0,1,1,1,0.999996511950932,0.000628790288026846,1,0.56143123120573
1.4,0.5,600,0.00628318530717959,1.4,1.4,1.4,0,0,0,1,1,1,0.999992809126479,0.000826758733614209,1,0.307281625534638
1.4,0.5,800,0.00837758040957278,1.4,1.4,1.4,0,0,0,1,1,1,0.999988317636669,0.000968199370662626,1,0.198874340879762
1.4,0.5,1000,0.010471975511966,1.4,1.4,1.4,0,0,0,1,1,1,0.999982611488487,0.00103907478034902,1,0.144636982099073
1.4,0.7,0,0,1.4,1.4,1.4,0,0,0,1,1,1,1,3.41700896806661e-17,1,4126200612866.21
1.4,0.7,200,0.00293215314335047,1.4,1.4,1.4,0,0,0,1,1,1,0.999998189766118,0.000484410838337143,1,0.930121368409655
1.4,0.7,400,0.00586430628670095,1.4,1.4,1.4,0,0,0,1,1,1,0.99999365108878,0.000785958669116825,1,0.345719797958949
1.4,0.7,600,0.00879645943005142,1.4,1.4,1.4,0,0,0,1,1,1,0.999987322270085,0.00098435089232767,1,0.18659010334267
1.4,0.7,800,0.0117286125734019,1.4,1.4,1.4,0,0,0,1,1,1,0.999978220263635,0.00106715731157754,1,0.119999629878774
1.4,0.7,1000,0.0146607657167524,1.4,1.4,1.4,0,0,0,1,1,1,0.999965729645072,0.00127435399746504,1,0.0413445159110262
1.4,1,0,0,1.4,1.4,1.4,0,0,0,1,1,1,1,2.96429677516722e-17,1,4126200612866.25
1.4,1,200,0.00418879020478639,1.4,1.4,1.4,0,0,0,1,1,1,0.999996511716538,0.000628834355269051,1,0.561373545341829
1.4,1,400,0.00837758040957278,1.4,1.4,1.4,0,0,0,1,1,1,0.999988318655651,0.00096814831690624,1,0.198933679719792
1.4,1,600,0.0125663706143592,1.4,1.4,1.4,0,0,0,1,1,1,0.999974892100823,0.00109775596127128,1,0.103829117005779
1.4,1,800,0.0167551608191456,1.4,1.4,1.2,0,0,-0.2,1,1,0,0.999956206314356,0.00141327472592165,2,0
1.4,1,1000,0.020943951023932,1.4,1.4,1.2,0,0,-0.2,1,1,0,0.999933873358512,0.00156395840078119,2,0
