scenario,num_revs_high,method,target_snr_db,freq_error_mean_Hz,freq_error_median_Hz,freq_error_p90_Hz,freq_error_std_Hz,amp_error_mean_mm,rmse_mean,elapsed_mean_s,gap_error_mean_mm,success_rate,boundary_hit_rate,num_trials
integer_500_1300,20,C_same_gap_direct,10,0.0229193239922078,0.0248261319263747,0.0324327282645527,0.0124782079622151,0.00376703267707134,0.00603612900905239,0.2903351,0,1,0,3
noninteger_520_1270,2,A_blind_transfer,10,1.91200133751829,1.19783662484326,3.69748797001018,2.1444427229205,0.01578275763992,0.00437924434456771,0.494895233333333,NaN,0.333333333333333,0,3
noninteger_520_1270,2,A7_dominant_aligned,10,16.3841316303536,14.487236204643,20.6771899304181,5.16055152094869,0.185313773498853,0.0062554582394697,0.586243566666667,NaN,0,0,3
noninteger_520_1270,2,B_gap_library_joint,10,0.626400489119457,0.447455599947716,1.01012660323017,0.461706180266009,0.0146856667928804,0.00494670169876487,0.0855883666666667,0.00771125758043338,0.666666666666667,0,3
noninteger_520_1270,2,C_same_gap_direct,10,0.671507726301021,0.535905941766714,0.94857256315795,0.33377202212592,0.0158650430250991,0.00494966287540098,0.0495588666666667,0,0.666666666666667,0,3
noninteger_520_1270,4,A_blind_transfer,10,8.98069850822708,1.28388501901287,20.1350045892505,13.7433385254393,0.0244189819370957,0.00513560236492929,0.816685466666667,NaN,0.333333333333333,0,3
noninteger_520_1270,4,A7_dominant_aligned,10,9.58206981277957,1.59182360380527,20.9462608941566,14.0324770054401,0.156711031486217,0.00655834039549954,0.8545216,NaN,0,0,3
noninteger_520_1270,4,B_gap_library_joint,10,0.210603260489393,0.258169489321233,0.306165956004213,0.137653184990075,0.00734966561550365,0.00544028167644307,0.1640373,0.00776508548017696,1,0,3
noninteger_520_1270,4,C_same_gap_direct,10,0.213307186027407,0.232209839663142,0.303884407841383,0.119077800300099,0.00712828447685066,0.00543631113549564,0.1126988,0,1,0,3
noninteger_520_1270,8,A_blind_transfer,10,0.444561188366019,0.154862373532524,0.884199517366051,0.539064567247558,0.0155243954389575,0.00580170492544123,1.48569786666667,NaN,0.666666666666667,0,3
noninteger_520_1270,8,A7_dominant_aligned,10,16.8919263822939,25.1691532747927,25.1960415931939,14.3656948115707,0.115012308256779,0.00659840111825261,1.7432752,NaN,0.333333333333333,0,3
noninteger_520_1270,8,B_gap_library_joint,10,0.116896279487833,0.136616699973786,0.158475962433715,0.0594122640719668,0.00913510626059503,0.00587567897666898,0.3000991,0.00674943748649259,1,0,3
noninteger_520_1270,8,C_same_gap_direct,10,0.114574808768642,0.148370136984852,0.151984870294802,0.0624891417485709,0.00892528479973496,0.00587530940456349,0.1475267,0,1,0,3
noninteger_520_1270,20,A_blind_transfer,10,41.6668126092309,24.9717411354279,65.1087245020437,28.9912349190763,0.035006840882946,0.00637644901403268,3.59251503333333,NaN,0,0,3
noninteger_520_1270,20,A7_dominant_aligned,10,0.063561484244398,0.0591986355337326,0.0930391098430505,0.0359553924157513,0.0824318651273748,0.0063520676248981,4.40831396666667,NaN,1,0,3
noninteger_520_1270,20,B_gap_library_joint,10,0.0330361123094652,0.0291452530678953,0.049108364198014,0.0194122827331374,0.00426825628972659,0.00605622310734595,0.583540466666667,0.00625025781202981,1,0,3
noninteger_520_1270,20,C_same_gap_direct,10,0.034008859427748,0.0296398458390286,0.0536114817371981,0.0237148113519378,0.00415275765085311,0.00605603760813844,0.334697266666667,0,1,0,3
