scenario,num_revs_high,method,target_snr_db,measured_snr_db,noise_ratio,repeat_id,seed,g_used_mm,gap_error_mm,f1_Hz,f2_Hz,A1_mm,A2_mm,mean_freq_error_Hz,mean_amp_error_mm,rmse,elapsed_s,is_success,f1_boundary_hit,f2_boundary_hit,freq_boundary_hit,a2_eta_dynamic,a2_cond_dynamic
integer_500_1300,2,A_blind_transfer,10,10.0404022147488,0.0455024928535533,1,20361431,NaN,NaN,499.36161506126,1301.14329650755,0.257453358054201,0.127812603661908,0.890840723146425,0.0148203771961462,0.0042516317628056,0.6626217,1,0,0,0,NaN,NaN
integer_500_1300,2,A4_low_locked_transfer,10,10.0404022147488,0.0455024928535533,1,20361431,NaN,NaN,499.395236436375,1299.12810757597,0.255532409701185,0.146224801024227,0.738327993828506,0.00465380433847903,0.00439163318480816,0.3007654,1,0,0,0,NaN,NaN
integer_500_1300,2,A5_warp_only_alias,10,10.0404022147488,0.0455024928535533,1,20361431,NaN,NaN,499.459980173221,1299.07014976742,0.257197015054763,0.144443259423676,0.734935029679093,0.00637687781554341,0.0048074254918895,0.8806172,1,0,0,0,0.984112222228854,1.85996664292906
integer_500_1300,2,A2_constrained_varpro,10,10.0404022147488,0.0455024928535533,1,20361431,NaN,NaN,400,1348.96388282167,0.228577936086568,0.170715843857009,74.4819414108333,0.0210689538852204,0.00475172279001815,0.4811852,0,1,0,1,0.991637940817112,1.40543260037668
integer_500_1300,2,A3_physics_template,10,10.0404022147488,0.0455024928535533,1,20361431,NaN,NaN,400.00000003214,1349.00078416005,0.226801499766969,0.168093002172473,74.5003920639539,0.0206457512027521,0.00475500830453014,0.7391314,0,1,0,1,0.991698100330019,1.3902996193041
integer_500_1300,2,B_gap_library_joint,10,10.0404022147488,0.0455024928535533,1,20361431,0.993601318636671,0.00639868136332944,499.515313209024,1299.09932108375,0.253716649055909,0.148449256831142,0.69268285361386,0.00263369611238316,0.00483372595199144,0.260823,1,0,0,0,NaN,NaN
integer_500_1300,2,C_same_gap_direct,10,10.0404022147488,0.0455024928535533,1,20361431,1,0,499.51617119371,1298.90255165342,0.250663621956955,0.147598983780347,0.790638576433849,0.00153231908830398,0.00483917167073351,0.1026007,1,0,0,0,NaN,NaN
integer_500_1300,2,A_blind_transfer,10,9.9308116737556,0.0455024928535533,2,20361432,NaN,NaN,499.430305425341,1298.47038431016,0.234985280063596,0.129134389577052,1.04965513224883,0.0179401651796763,0.00451185751215119,0.901023,0,0,0,0,NaN,NaN
integer_500_1300,2,A4_low_locked_transfer,10,9.9308116737556,0.0455024928535533,2,20361432,NaN,NaN,500.089572257998,1299.0567564882,0.240621880466945,0.132064519029942,0.516407884897262,0.0136568002515565,0.00467254640488844,0.3571789,1,0,0,0,NaN,NaN
integer_500_1300,2,A5_warp_only_alias,10,9.9308116737556,0.0455024928535533,2,20361432,NaN,NaN,400,1100.08732826811,0.234477334112367,0.129856559857755,149.956335865945,0.0178330530149388,0.00506339000965053,0.5633043,0,1,1,1,0.973418064385861,1.76902756931165
