scenario,num_revs_high,method,target_snr_db,freq_error_mean_Hz,freq_error_median_Hz,freq_error_p90_Hz,freq_error_std_Hz,amp_error_mean_mm,rmse_mean,elapsed_mean_s,gap_error_mean_mm,success_rate,boundary_hit_rate,num_trials
noninteger_520_1270,20,A_blind_transfer,10,46.6934535295605,54.990165808939,55.1196352763916,14.5107076344637,0.0465295096588643,0.00643340404108807,3.43578926666667,NaN,0,0,3
noninteger_520_1270,20,A4_low_locked_transfer,10,60.0085190939235,74.9662082924556,75.0309818919345,25.9776286787194,0.0457188287350936,0.00648267657696156,1.1941211,NaN,0,0,3
noninteger_520_1270,20,A5_warp_only_alias,10,0.00583572952287644,0.00721635162648226,0.00832955795248154,0.00366307059157123,0.0390002752366912,0.00608959117551194,2.99595373333333,NaN,1,0,3
noninteger_520_1270,20,A2_constrained_varpro,10,0.00690065556941969,0.00860523150879544,0.00967055491903466,0.0041592977679808,0.0386504589234516,0.00607582329881938,2.6482395,NaN,1,0,3
noninteger_520_1270,20,A3_physics_template,10,0.00675517488743556,0.0085847696369683,0.00931253868286603,0.00398284252764155,0.0386891203013552,0.00607793294691215,3.08858096666667,NaN,1,0,3
noninteger_520_1270,20,B_gap_library_joint,10,0.0190341004061641,0.0222006433219804,0.0226180583197902,0.00594220784976011,0.00561148522247735,0.00601624207245067,0.743594933333333,0.00736817134695885,1,0,3
noninteger_520_1270,20,C_same_gap_direct,10,0.0172507758559277,0.0178418406738956,0.0218552714960651,0.00592553639619626,0.00585645068055902,0.00601219333703734,0.4149382,0,1,0,3
