scenario,num_revs_high,method,target_snr_db,measured_snr_db,noise_ratio,repeat_id,seed,g_used_mm,gap_error_mm,f1_Hz,f2_Hz,A1_mm,A2_mm,mean_freq_error_Hz,mean_amp_error_mm,rmse,elapsed_s,is_success,f1_boundary_hit,f2_boundary_hit,freq_boundary_hit,a2_eta_dynamic,a2_cond_dynamic
noninteger_520_1270,20,B_gap_library_joint,10,10.0075254308102,0.0541315611491328,2,20464432,0.993699603621164,0.00630039637883606,520.018208540512,1270.01351934325,0.246116160280663,0.148342208298069,0.0158639418799567,0.00277081571063439,0.00602690181921627,0.6769672,1,0,0,0,NaN,NaN
noninteger_520_1270,20,C_same_gap_direct,10,10.0075254308102,0.0541315611491328,2,20464432,1,0,520.014970065718,1270.01059461775,0.246064746088501,0.148665876681448,0.0127823417324748,0.00263468861502542,0.00602549989443577,0.3666917,1,0,0,0,NaN,NaN
noninteger_520_1270,20,A_blind_transfer,10,9.99962744702012,0.0541315611491328,3,20464433,NaN,NaN,519.991936959542,1220.0645807696,0.243313185558825,0.0883640661187025,24.9717411354279,0.034161374161236,0.00629471192962801,3.9975924,0,0,0,0,NaN,NaN
noninteger_520_1270,20,A4_low_locked_transfer,10,9.99962744702012,0.0541315611491328,3,20464433,NaN,NaN,519.97630165371,1170.31052848227,0.237389476963199,0.0125642243999373,49.8565849320102,0.0750231493184318,0.00649279062680128,1.2751968,0,0,0,0,NaN,NaN
noninteger_520_1270,20,A5_warp_only_alias,10,9.99962744702012,0.0541315611491328,3,20464433,NaN,NaN,570.944363122001,1320.0609225185,0.0982775180197251,0.117900152300958,50.5026428202519,0.0919111648396586,0.00720554525695738,2.581768,0,0,0,0,0.999867096728909,1.20954937496638
noninteger_520_1270,20,A6_frozen_high_template,10,9.99962744702012,0.0541315611491328,3,20464433,NaN,NaN,520.010982763015,1270.01894552044,0.100071818247889,0.0659505839678207,0.0149641417276598,0.116988798892145,0.00665824394441128,5.0121631,1,0,0,0,NaN,NaN
noninteger_520_1270,20,A7_dominant_aligned,10,9.99962744702012,0.0541315611491328,3,20464433,NaN,NaN,520.025947620277,1270.03402555728,0.148870150849858,0.0808897860975949,0.0299865887790816,0.0851200315262738,0.00632964045236437,4.9645892,1,0,0,0,NaN,NaN
noninteger_520_1270,20,A2_constrained_varpro,10,9.99962744702012,0.0541315611491328,3,20464433,NaN,NaN,519.987923360969,1320.01805254018,0.20054022260017,0.0915102631179878,25.0150645896035,0.0539747571409213,0.00627865735538415,2.5291547,0,0,0,0,0.999934154117333,1.27692789684873
noninteger_520_1270,20,A3_physics_template,10,9.99962744702012,0.0541315611491328,3,20464433,NaN,NaN,519.987811612309,1320.01801147626,0.200509809638637,0.0915257900673442,25.0150999319735,0.0539822001470092,0.00627882089967561,3.0483144,0,0,0,0,0.999936911469404,1.27693099284361
noninteger_520_1270,20,B_gap_library_joint,10,9.99962744702012,0.0541315611491328,3,20464433,0.994011175252118,0.00598882474788243,519.988307378449,1270.09650566241,0.242302114810285,0.144917656769991,0.0540991419805437,0.00639011420986213,0.00601414635059855,0.6516068,1,0,0,0,NaN,NaN
noninteger_520_1270,20,C_same_gap_direct,10,9.99962744702012,0.0541315611491328,3,20464433,1,0,519.988614994492,1270.10782377592,0.243905207147229,0.144178570968301,0.0596043907117405,0.00595811094223464,0.0060162154511007,0.3380839,1,0,0,0,NaN,NaN
