scenario,num_revs_high,method,target_snr_db,measured_snr_db,noise_ratio,repeat_id,seed,g_used_mm,gap_error_mm,f1_Hz,f2_Hz,A1_mm,A2_mm,mean_freq_error_Hz,mean_amp_error_mm,rmse,elapsed_s,is_success,f1_boundary_hit,f2_boundary_hit,freq_boundary_hit,a2_eta_dynamic,a2_cond_dynamic
noninteger_520_1270,20,A_blind_transfer,10,10.0274378805845,0.0541315611491328,1,20361431,NaN,NaN,519.996719271023,1329.873103544,0.240615863392237,0.0590984145596132,29.9381921364877,0.0501428610240751,0.00638090441832617,3.9980439,0,0,0,0,NaN,NaN
noninteger_520_1270,20,A4_low_locked_transfer,10,10.0274378805845,0.0541315611491328,1,20361431,NaN,NaN,520.001393913442,1120.06897732853,0.249855449574556,0.0675545407302378,74.9662082924556,0.0412950048476033,0.00643350761911243,1.2287686,0,0,0,0,NaN,NaN
noninteger_520_1270,20,A5_warp_only_alias,10,10.0274378805845,0.0541315611491328,1,20361431,NaN,NaN,520.008440779903,1269.99400807665,0.199234958088968,0.121094530642002,0.00721635162648226,0.0398352556345151,0.00604439813561083,3.1939886,1,0,0,0,0.99997233464957,1.23662812792888
noninteger_520_1270,20,A2_constrained_varpro,10,10.0274378805845,0.0541315611491328,1,20361431,NaN,NaN,520.010835570272,1269.99096179873,0.201321687395271,0.122206274153564,0.00993688577159446,0.0382360192255826,0.00602283072705764,2.8553882,1,0,0,0,0.999918997980377,1.23694175465091
noninteger_520_1270,20,A3_physics_template,10,10.0274378805845,0.0541315611491328,1,20361431,NaN,NaN,520.010340236944,1269.99135127506,0.2011786776228,0.122201952504063,0.00949448094434047,0.0383096849365686,0.00602887837614763,3.1015072,1,0,0,0,0.999922228936986,1.23694124292087
noninteger_520_1270,20,B_gap_library_joint,10,10.0274378805845,0.0541315611491328,1,20361431,0.993299827217574,0.00670017278242629,520.011687458207,1270.03271382844,0.245514544303817,0.148294329379947,0.0222006433219804,0.00309556315811807,0.00598917488298434,0.7228895,1,0,0,0,NaN,NaN
noninteger_520_1270,20,C_same_gap_direct,10,10.0274378805845,0.0541315611491328,1,20361431,1,0,520.01105231361,1270.02463136774,0.245495119759632,0.149393011624712,0.0178418406738956,0.00255593430782801,0.00598228433360661,0.395035,1,0,0,0,NaN,NaN
noninteger_520_1270,20,A_blind_transfer,10,9.97737185474102,0.0541315611491328,2,20361432,NaN,NaN,519.92064357239,1380.2246488589,0.25566883025611,0.0668317664686801,55.1520026432547,0.0444185318937149,0.00628794807706146,3.5270784,0,0,0,0,NaN,NaN
noninteger_520_1270,20,A4_low_locked_transfer,10,9.97737185474102,0.0541315611491328,2,20361432,NaN,NaN,519.981807310219,1119.92384210617,0.26056931700013,0.0582926352406442,75.0471752918043,0.0511383408797431,0.00639026326610076,1.1981047,0,0,0,0,NaN,NaN
noninteger_520_1270,20,A5_warp_only_alias,10,9.97737185474102,0.0541315611491328,2,20361432,NaN,NaN,520.007418594274,1269.99020287521,0.205650186759957,0.117473306565493,0.00860785953398135,0.0384382533372749,0.00599400628470881,2.9477408,1,0,0,0,0.999965140780488,1.2361168730193
noninteger_520_1270,20,A2_constrained_varpro,10,9.97737185474102,0.0541315611491328,2,20361432,NaN,NaN,520.007404999801,1269.99019453678,0.204651081392029,0.116920903132922,0.00860523150879544,0.0392140077375244,0.00598577415114443,2.5553069,1,0,0,0,0.999900978149418,1.23587581022936
noninteger_520_1270,20,A3_physics_template,10,9.97737185474102,0.0541315611491328,2,20361432,NaN,NaN,520.007112584474,1269.9899430452,0.204582627466104,0.116878413848071,0.0085847696369683,0.0392694793429127,0.00598610498387555,3.0002286,1,0,0,0,0.999903449798061,1.23585339641966
noninteger_520_1270,20,B_gap_library_joint,10,9.97737185474102,0.0541315611491328,2,20361432,0.993376810149818,0.00662318985018207,519.986473352793,1270.01083184445,0.252950600149154,0.144068083394523,0.0121792458272694,0.00444125837731581,0.00593787937959272,0.8064551,1,0,0,0,NaN,NaN
noninteger_520_1270,20,C_same_gap_direct,10,9.97737185474102,0.0541315611491328,2,20361432,1,0,519.9915168999,1270.01362061528,0.253659631384901,0.143055341699898,0.01105185769228,0.00530214484250137,0.00593460817481796,0.4408511,1,0,0,0,NaN,NaN
noninteger_520_1270,20,A_blind_transfer,10,9.97516470653336,0.0541315611491328,3,20361433,NaN,NaN,520.029996436401,1379.95033518148,0.247557702231009,0.0623880256513846,54.990165808939,0.045027136058803,0.00663135962787657,2.7822455,0,0,0,0,NaN,NaN
noninteger_520_1270,20,A4_low_locked_transfer,10,9.97516470653336,0.0541315611491328,3,20361433,NaN,NaN,520.004830964367,1330.01951643065,0.254015936390814,0.0645696554349445,30.0121736975105,0.0447231404779346,0.00662425884567148,1.15549,0,0,0,0,NaN,NaN
noninteger_520_1270,20,A5_warp_only_alias,10,9.97516470653336,0.0541315611491328,3,20361433,NaN,NaN,520.002073424355,1269.99870746954,0.19688702304938,0.125658343474053,0.0016829774081657,0.0387273167382835,0.00623036910621617,2.8461318,1,0,0,0,0.999971467915087,1.23693822252662
noninteger_520_1270,20,A2_constrained_varpro,10,9.97516470653336,0.0541315611491328,3,20361433,NaN,NaN,520.002634453775,1269.99831475492,0.197165693371513,0.125831607013991,0.00215984942786918,0.0385013498072476,0.00621886501825607,2.5340234,1,0,0,0,0.999928182106649,1.23705898537763
noninteger_520_1270,20,A3_physics_template,10,9.97516470653336,0.0541315611491328,3,20361433,NaN,NaN,520.002668254146,1269.99829570598,0.197180666066752,0.125842940684079,0.00218627408099792,0.0384881966245844,0.00621881548071326,3.1640071,1,0,0,0,0.999930592956228,1.23705504339222
noninteger_520_1270,20,B_gap_library_joint,10,9.97516470653336,0.0541315611491328,3,20361433,0.991218848591732,0.00878115140826818,520.024409510527,1270.02103531361,0.255305997441148,0.163289270822849,0.0227224120692426,0.00929763413199816,0.00612167195477495,0.7014402,1,0,0,0,NaN,NaN
noninteger_520_1270,20,C_same_gap_direct,10,9.97516470653336,0.0541315611491328,3,20361433,1,0,520.022628703224,1270.02308855518,0.256378988987376,0.16304355679532,0.0228586292016075,0.00971127289134767,0.00611968750268744,0.4089285,1,0,0,0,NaN,NaN
