method,target_snr_db,measured_snr_db,noise_ratio,repeat_id,seed,g_used_mm,gap_error_mm,f1_Hz,f2_Hz,A1_mm,A2_mm,mean_freq_error_Hz,mean_amp_error_mm,rmse,elapsed_s,is_success,f1_boundary_hit,f2_boundary_hit,freq_boundary_hit,a2_eta_dynamic,a2_cond_dynamic
A2_constrained_varpro,5,5.06167559527336,0.093436512797881,5,20264435,NaN,NaN,499.963739640238,1299.99324339812,0.22999914444601,0.141964306708629,0.0215084808205575,0.0140182744226802,0.010077508930075,0.7324381,1,0,0,0,0.966247576265511,2.16456415697729
A3_physics_template,5,5.06167559527336,0.093436512797881,5,20264435,NaN,NaN,499.968877150986,1300.00894041939,0.230719090519443,0.143252845843198,0.0200316342008193,0.0130140318186796,0.010075444586295,1.4360766,1,0,0,0,0.966300532249459,2.16779328734957
B_gap_library_joint,5,5.06167559527336,0.093436512797881,5,20264435,0.991385642833224,0.00861435716677583,499.958410563785,1300.0243603858,0.230943070548181,0.145792793695616,0.0329749110061073,0.0116320678781016,0.0101038002446205,0.341386,1,0,0,0,NaN,NaN
C_same_gap_direct,5,5.06167559527336,0.093436512797881,5,20264435,1,0,499.944407363508,1300.04752778868,0.223193714824888,0.147844658950791,0.0515602125859118,0.0144808131121602,0.0101064841618207,0.1598356,1,0,0,0,NaN,NaN
A_blind_transfer,0,-0.0332475347433481,0.16615622685431,1,20265431,NaN,NaN,450.355909466303,1300.2935564116,0.384743366046434,0.181624621222009,24.9688234726486,0.0831839936342214,0.0181016226929628,1.9518266,0,0,0,0,NaN,NaN
A2_constrained_varpro,0,-0.0332475347433481,0.16615622685431,1,20265431,NaN,NaN,400.000001821554,1150.3512665646,0.236356404616238,0.335988381145603,124.824365806922,0.0998159882646825,0.0185472507773888,1.1742568,0,1,0,1,0.732609822359028,5.70980051162144
A3_physics_template,0,-0.0332475347433481,0.16615622685431,1,20265431,NaN,NaN,400,1150.37451350733,0.226688444481056,0.368883404890725,124.812743246335,0.121097480204835,0.0185725408149228,1.6904812,0,1,0,1,0.733188027575167,5.68442135837738
B_gap_library_joint,0,-0.0332475347433481,0.16615622685431,1,20265431,0.989139059218386,0.0108609407816144,400,1101.00629159755,0.214258246815615,0.132576172886717,149.496854201224,0.0265827901488339,0.0186967754585874,0.3670364,0,1,1,1,NaN,NaN
C_same_gap_direct,0,-0.0332475347433481,0.16615622685431,1,20265431,1,0,400,1100.94956609706,0.206823195554725,0.139200330582548,149.525216951468,0.0269882369313637,0.0186998844711352,0.2116558,0,1,1,1,NaN,NaN
A_blind_transfer,0,0.00122184356995516,0.16615622685431,2,20265432,NaN,NaN,499.5671841914,1300.25863482735,0.266480979339556,0.168774666737105,0.345725317976502,0.0176278230383308,0.0176826836557861,2.193267,1,0,0,0,NaN,NaN
A2_constrained_varpro,0,0.00122184356995516,0.16615622685431,2,20265432,NaN,NaN,499.56565308164,1300.25516525598,0.258524797653045,0.161968579608615,0.344756087169031,0.0102466886308298,0.0182025510245005,1.1058518,1,0,0,0,0.966955276435004,2.14822730392355
A3_physics_template,0,0.00122184356995516,0.16615622685431,2,20265432,NaN,NaN,499.609359329741,1300.24722693722,0.245473346918352,0.168042505917417,0.318933803739355,0.0112845794995327,0.0182129188737331,2.326377,1,0,0,0,0.966954505414747,2.14733701483914
B_gap_library_joint,0,0.00122184356995516,0.16615622685431,2,20265432,0.995521499853465,0.00447850014653495,499.62601053185,1300.25044554787,0.250547662095934,0.17109630299923,0.312217508011287,0.010821982547582,0.0182968342445446,0.3862993,1,0,0,0,NaN,NaN
C_same_gap_direct,0,0.00122184356995516,0.16615622685431,2,20265432,1,0,499.600851107104,1300.26088491031,0.244244063891958,0.175669766923535,0.330016901601908,0.0157128515157886,0.0182993685534107,0.1848797,1,0,0,0,NaN,NaN
A_blind_transfer,0,-0.0431888092744925,0.16615622685431,3,20265433,NaN,NaN,500.23530191967,1300.35396543087,0.246357232544532,0.164070419279366,0.294633675269381,0.00885659336741701,0.0179605469920415,2.6223501,1,0,0,0,NaN,NaN
A2_constrained_varpro,0,-0.0431888092744925,0.16615622685431,3,20265433,NaN,NaN,500.10039927207,1300.27152470914,0.260606043146461,0.135405791474777,0.185961990604824,0.012600125835842,0.0183234948541624,0.8898769,1,0,0,0,0.965808171270099,2.16261961686133
A3_physics_template,0,-0.0431888092744925,0.16615622685431,3,20265433,NaN,NaN,500.111347065062,1300.28737006888,0.260649243824069,0.133774495749419,0.199358566970119,0.0134373740373249,0.0183266183777537,2.0197533,1,0,0,0,0.965895572565755,2.1637808056344
B_gap_library_joint,0,-0.0431888092744925,0.16615622685431,3,20265433,0.982679848520765,0.0173201514792353,500.075942688099,1300.25758593318,0.256103408890497,0.145486018220581,0.166764310637575,0.0053086953349577,0.0183825946947993,0.4588154,1,0,0,0,NaN,NaN
C_same_gap_direct,0,-0.0431888092744925,0.16615622685431,3,20265433,1,0,500.161879447273,1300.25355266767,0.264799065699446,0.147130125996115,0.207716057470492,0.00883446985166587,0.0184026661752128,0.2247309,1,0,0,0,NaN,NaN
A_blind_transfer,0,0.00278404531364996,0.16615622685431,4,20265434,NaN,NaN,499.93183716882,1301.13287955629,0.262884061006382,0.160555635150956,0.600521193733584,0.0117198480786692,0.0181686444414746,2.6903606,1,0,0,0,NaN,NaN
A2_constrained_varpro,0,0.00278404531364996,0.16615622685431,4,20265434,NaN,NaN,499.917324900516,1301.34717925408,0.252037501831132,0.155192894270794,0.714927176779611,0.0036151980509628,0.0186319889167332,1.5207267,1,0,0,0,0.969047581310989,1.88326792731617
A3_physics_template,0,0.00278404531364996,0.16615622685431,4,20265434,NaN,NaN,499.885295292303,1301.20758455174,0.256964986833587,0.167159416326229,0.661144629718478,0.0120622015799079,0.0186365116892939,2.0992518,1,0,0,0,0.968233966764724,1.90419355254561
B_gap_library_joint,0,0.00278404531364996,0.16615622685431,4,20265434,0.990752430375913,0.0092475696240869,499.928434406211,1301.19938901562,0.256152738499748,0.174045452058814,0.635477304705859,0.015099095279281,0.0187111211073464,0.4871829,1,0,0,0,NaN,NaN
C_same_gap_direct,0,0.00278404531364996,0.16615622685431,4,20265434,1,0,499.972170615106,1301.21032135575,0.255198716693115,0.171408305706639,0.619075370320616,0.0133035111998769,0.0187028692600886,0.2105645,1,0,0,0,NaN,NaN
A_blind_transfer,0,0.014501462479028,0.16615622685431,5,20265435,NaN,NaN,500.00704094951,1298.91593834848,0.238640429609188,0.141437083104701,0.545551300513608,0.00996124364305566,0.0176364891214317,1.9015965,1,0,0,0,NaN,NaN
A2_constrained_varpro,0,0.014501462479028,0.16615622685431,5,20265435,NaN,NaN,500.007720249195,1299.59498256168,0.243056359402733,0.151837988309401,0.206368843756792,0.00439081445333379,0.0180260307703704,1.1542174,1,0,0,0,0.966719135771245,2.10738638281531
A3_physics_template,0,0.014501462479028,0.16615622685431,5,20265435,NaN,NaN,499.855888848231,1299.6546106803,0.239899322061401,0.164998535924398,0.24475023573487,0.0125496069314988,0.0180297278256492,2.0372544,1,0,0,0,0.966829336970018,2.11870965018278
B_gap_library_joint,0,0.014501462479028,0.16615622685431,5,20265435,0.990140418932734,0.00985958106726603,500.045614325736,1299.59197719118,0.24477625036928,0.145856078358997,0.226818567276354,0.00468383563586169,0.0180699853363009,0.4300525,1,0,0,0,NaN,NaN
C_same_gap_direct,0,0.014501462479028,0.16615622685431,5,20265435,1,0,500.037740745256,1299.49253558944,0.237809632100259,0.155840938110094,0.272602577908117,0.00901565300491761,0.0180703092271593,0.1755363,1,0,0,0,NaN,NaN
