case_name,blade_id,sensor_tag,valid_window_count,total_window_count,dominant_eo,unique_eo_count,eo_sequence,low_gap_window_count,eo_low_gap_ratio_threshold,median_eo_gap_ratio,min_eo_gap_ratio,joint_eo,joint_freq_hz,joint_eo_gap_ratio,joint_eo_status,mean_freq_hz,median_freq_hz,median_A_mm,median_rmse_v,best_window_id,best_window_rmse_v
1000_2500_3500,5,S123,18,18,20,1,20|20|20|20|20|20|20|20|20|20|20|20|20|20|20|20|20|20,0,0.03,0.0617287731308504,0.0361359767862811,20,832.201867788249,0.0725886977083318,ok,832.199601050355,832.201867788249,0.0716959978572247,0.0226842753545037,5,0.0203418947214804
