half_width_mm,template_rmse,derivative_rmse,score,gap_sensitivity,valid_gap_count
2.5,0.0169272769197203,0.0438686170507412,2.27604243327785,0.0636128448210335,7
2.75,0.0144587090309967,0.0441369798468055,1.98636432572003,0.0610733666235714,7
3,0.0123304898606757,0.0438840187527173,1.73814072058081,0.0583745064528893,7
3.25,0.0106784891196941,0.043212170176675,1.54807882504839,0.055597108771768,7
3.5,0.00942631269008528,0.0423427030934235,1.40771141841848,0.0528159049011783,7
3.75,0.00848844993256231,0.0425210118937947,1.31224889328109,0.0501020445101754,7
3.83727272727273,0.00824948278109896,0.0421660819359965,1.28805272623511,0.0491785063114022,7
