case_name,blade_id,sensor_tag,valid_window_count,total_window_count,dominant_eo,unique_eo_count,eo_sequence,low_gap_window_count,eo_low_gap_ratio_threshold,median_eo_gap_ratio,min_eo_gap_ratio,joint_eo,joint_freq_hz,joint_eo_gap_ratio,joint_eo_status,mean_freq_hz,median_freq_hz,median_A_mm,median_rmse_v,best_window_id,best_window_rmse_v
1000_2500_3500,1,S123,18,18,14,2,14|14|14|13|13|14|14|14|14|14|13|13|13|14|14|14|14|14,12,0.03,0.0171042137538078,0.00154747219048193,14,582.543410949564,0.0177215670903283,low_gap_ambiguous,570.981143408588,582.535349059129,0.112906562923687,0.0227929105771483,17,0.0213880929330703
