% Model:              blade_不同形状_凹槽4mm_间隙1.5mm.mph
% Version:            COMSOL 6.3.0.290
% Date:               Dec 21 2025, 09:40
% Dimension:          1
% Nodes:              41
% Expressions:        1
% Description:        全局
% theta*67 (rad)          Value
-6.7                      0.14208006595575626
-6.365                    0.14958435503025277
-6.030000000000001        0.15777106645210157
-5.695                    0.1660989479239657
-5.36                     0.17439127391736922
-5.025                    0.1824274550323487
-4.69                     0.1897788568439296
-4.355                    0.1963404737933241
-4.0200000000000005       0.20177126380031069
-3.6850000000000005       0.20602583656239126
-3.35                     0.20915565037612482
-3.0150000000000006       0.21095349923264062
-2.6800000000000006       0.21179981675917423
-2.345                    0.21140930711776398
-2.01                     0.21037010515998347
-1.6750000000000005       0.20863504100762
-1.3400000000000003       0.20679082826987097
-1.005                    0.20476946183184194
-0.6700000000000006       0.2031763164141846
-0.3350000000000003       0.2020460937522103
0                         0.20152066377682168
0.33499999999999935       0.2018950266616261
0.6699999999999997        0.20319186813879964
1.005                     0.20485120617234465
1.3399999999999994        0.20681953487790797
1.6749999999999996        0.20883150433199496
2.01                      0.21042765928502843
2.345                     0.21148274447892645
2.6800000000000006        0.21169987679048696
3.014999999999999         0.21125307451337497
3.349999999999999         0.20917755764960377
3.6849999999999996        0.20611133040079704
4.02                      0.20181355052677452
4.355                     0.19632669349151666
4.69                      0.18978923622169924
5.025                     0.18239094486486826
5.359999999999999         0.1744034960846936
5.694999999999999         0.16606906563457224
6.029999999999999         0.1577996513041849
6.365                     0.14970926777667296
6.7                       0.14203217394658102
